time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-06-28T12:01:44.708Z,63.171,-149.0953,74.3,2.5,ml,,,,0.48,ak,ak021888cmru,2021-06-28T12:08:16.490Z,"25 km SSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-06-28T11:48:17.547Z,24.5201,102.0195,10,4.5,mb,,85,3.921,0.92,us,us6000eqgw,2021-06-28T23:41:01.268Z,"22 km SW of Longquan, China",earthquake,9.4,1.9,0.079,47,reviewed,us,us
2021-06-28T11:14:22.825Z,58.2722,-133.6294,4,2.8,ml,,,,0.53,ak,ak021887txu2,2021-06-28T11:47:04.040Z,"46 km E of Juneau, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-06-28T11:01:02.465Z,12.4842,142.7348,95.6,4.6,mb,,68,2.351,0.48,us,us6000eqgp,2021-06-28T11:27:50.013Z,"227 km WSW of Merizo Village, Guam",earthquake,10.3,5.9,0.119,21,reviewed,us,us
2021-06-28T10:28:46.940Z,18.9235,-155.3485,42.54,2.75,md,51,243,,0.11,hv,hv72551752,2021-06-30T22:45:06.850Z,"29 km ESE of Naalehu, Hawaii",earthquake,0.53,0.82,0.110284674592311,20,reviewed,hv,hv
2021-06-28T09:12:43.688Z,26.817,142.9697,16.16,5.3,mb,,92,0.753,0.77,us,us6000eqgb,2021-06-28T09:32:23.040Z,"Bonin Islands, Japan region",earthquake,8,4.2,0.032,332,reviewed,us,us
2021-06-28T09:08:18.454Z,23.8194,121.4996,20.1,4.5,mb,,95,0.363,0.73,us,us6000eqg7,2021-06-28T11:37:44.040Z,"20 km SSW of Hualien City, Taiwan",earthquake,2.4,5.8,0.089,37,reviewed,us,us
2021-06-28T08:57:57.021Z,51.9923,-173.2799,71.86,4,mb,,177,1.72,0.56,us,us6000eqg3,2021-06-28T16:28:37.220Z,"67 km ESE of Atka, Alaska",earthquake,9.6,10,0.079,44,reviewed,us,us
2021-06-28T08:48:54.768Z,31.68364602,-104.4089818,6.414355469,2.6,ml,23,50,0.07968494171,0.3,tx,tx2021mnwz,2021-06-28T22:54:54.842Z,"54 km S of Whites City, New Mexico",earthquake,1.104769609,1.18355024,0.2,13,reviewed,tx,tx
2021-06-28T08:29:34.440Z,17.9491,-67.0928,11,2.75,md,18,243,0.0527,0.12,pr,pr2021179005,2021-06-28T08:54:56.871Z,"5 km WSW of La Parguera, Puerto Rico",earthquake,0.51,0.2,0.27,8,reviewed,pr,pr
2021-06-28T08:01:15.323Z,32.42340088,-102.0742426,10.73563639,2.7,ml,22,70,0.2307941765,0.1,tx,tx2021mnvk,2021-06-28T17:35:34.333Z,"35 km WSW of Ackerly, Texas",earthquake,0.6435323959,1.416711455,0.2,12,reviewed,tx,tx
2021-06-28T07:40:42.075Z,13.9253,-92.2003,35,4.3,mb,,126,2.343,0.64,us,us6000eqfu,2021-06-28T13:50:33.040Z,"51 km SW of Champerico, Guatemala",earthquake,7.6,2,0.07,59,reviewed,us,us
2021-06-28T07:40:26.007Z,62.2332,-148.6926,26.5,2.5,ml,,,,0.56,ak,ak021885lsau,2021-06-28T07:44:51.876Z,"50 km NNW of Chickaloon, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-06-28T05:45:52.692Z,11.7935,-44.1338,10,4.9,mb,,74,10.719,0.55,us,us6000eqfa,2021-06-28T06:09:16.040Z,"northern Mid-Atlantic Ridge",earthquake,10.7,1.9,0.029,374,reviewed,us,us
2021-06-28T05:03:03.540Z,17.9368,-67.08,11,3.24,md,23,238,0.0484,0.13,pr,pr2021179003,2021-06-28T13:41:00.352Z,"5 km SW of La Parguera, Puerto Rico",earthquake,0.58,0.28,0.26,20,reviewed,pr,pr
2021-06-28T04:35:46.585Z,41.8735,-126.049,10,2.6,ml,,257,1.623,0.54,us,us6000eqf1,2021-06-28T04:56:57.040Z,"144 km WSW of Pistol River, Oregon",earthquake,4,2,0.043,71,reviewed,us,us
2021-06-28T04:21:05.593Z,-33.3138,-109.6296,10,5.3,mb,,149,6.135,0.83,us,us6000eqez,2021-06-28T04:41:01.040Z,"southern East Pacific Rise",earthquake,12.7,1.9,0.028,432,reviewed,us,us
2021-06-28T04:11:36.998Z,40.6462,-127.42,10,2.7,ml,,268,2.524,1.26,us,us6000eqeq,2021-06-28T04:52:50.040Z,"267 km W of Ferndale, California",earthquake,6.7,2,0.05,53,reviewed,us,us
2021-06-28T03:52:42.962Z,55.6573,-151.2391,10,2.8,ml,,276,1.881,0.9,us,us6000eqip,2021-07-02T04:21:17.040Z,"214 km SE of Old Harbor, Alaska",earthquake,7.9,2,0.069,28,reviewed,us,us
2021-06-28T03:18:31.845Z,63.2643,-151.49,11.2,2.7,ml,,,,1.04,ak,ak0218833chf,2021-06-28T04:03:56.040Z,"32 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-06-28T03:02:35.070Z,17.9603,-66.7318,19,2.73,md,15,200,0.1502,0.1,pr,pr2021179002,2021-06-29T02:12:20.835Z,"4 km SSW of Tallaboa, Puerto Rico",earthquake,0.49,0.22,0.22,8,reviewed,pr,pr
2021-06-28T02:47:11.252Z,-11.574,-76.6378,95.41,4.5,mb,,118,0.457,0.83,us,us6000eqef,2021-06-28T20:49:01.275Z,"2 km SSW of Lachaqui, Peru",earthquake,9.1,7.5,0.064,72,reviewed,us,us
2021-06-28T01:56:37.753Z,-10.4536,124.0367,10,5,mww,,49,0.73,1.51,us,us6000eqe3,2021-07-03T14:27:46.082Z,"56 km ESE of Kupang, Indonesia",earthquake,4.4,1.5,0.093,11,reviewed,us,us
2021-06-28T01:17:16.870Z,58.2137,-154.1771,70.5,4.2,ml,,,,0.47,ak,ak021881w8f3,2021-06-28T06:29:05.089Z,"73 km NNE of Karluk, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-06-28T00:57:03.612Z,28.50494385,-100.2997472,0.4646402995,2.6,ml,6,76,0.03773811649,0.4,tx,tx2021mnhl,2021-06-28T21:43:05.924Z,"1 km SE of El Indio, Texas",earthquake,2.455844603,2.35357439,0.2,3,reviewed,tx,tx
2021-06-28T00:40:35.271Z,34.2454,78.1757,10,4.8,mb,,81,6.789,0.88,us,us6000eqdp,2021-06-28T21:34:27.040Z,"55 km E of Leh, India",earthquake,7.8,1.9,0.052,114,reviewed,us,us
2021-06-28T00:38:54.581Z,-23.8921,-66.9547,227.36,4.4,mb,,84,1.462,0.7,us,us6000eqdn,2021-06-28T00:53:24.040Z,"74 km WNW of San Antonio de los Cobres, Argentina",earthquake,9.6,12,0.17,10,reviewed,us,us
2021-06-27T23:55:07.570Z,-19.7685,-70.4252,24,3.4,ml,,182,0.724,0.59,us,us6000eqdd,2021-06-28T01:49:12.847Z,"57 km NNW of Iquique, Chile",earthquake,2.7,10.4,0.069,28,reviewed,us,us
2021-06-27T23:45:56.030Z,36.4648333,-121.0368333,3.29,2.84,md,59,80,0.01953,0.11,nc,nc73580231,2021-07-02T02:37:12.040Z,"12km SE of Pinnacles, CA",earthquake,0.2,0.41,0.156,61,reviewed,nc,nc
2021-06-27T23:45:43.244Z,-18.9608,-173.6698,15.89,4.8,mb,,128,5.34,0.47,us,us7000ei6p,2021-07-02T21:43:48.040Z,"47 km SE of Neiafu, Tonga",earthquake,11.8,5.9,0.184,9,reviewed,us,us
2021-06-27T23:34:17.639Z,58.3965,-133.3842,2.82,2.8,ml,,172,0.61,0.41,us,us6000eqd8,2021-06-27T23:52:06.040Z,"61 km E of Juneau, Alaska",earthquake,2.9,6.5,0.071,26,reviewed,us,us
2021-06-27T23:18:09.424Z,31.59951329,-104.0002258,7.93112793,3,ml,16,89,0.07936768295,0.1,tx,tx2021mnee,2021-06-28T16:58:20.581Z,"37 km NNW of Toyah, Texas",earthquake,0.9362464482,1.118528043,0.1,13,reviewed,tx,tx
2021-06-27T22:15:28.279Z,-8.4243,110.6586,79.7,4.9,mww,,48,0.525,0.92,us,us6000eqc7,2021-06-30T04:58:30.940Z,"62 km SSE of Pundong, Indonesia",earthquake,4.6,4.7,0.098,10,reviewed,us,us
2021-06-27T22:03:51.930Z,-22.2771,-70.0726,66.43,4.4,mb,,130,0.373,0.69,us,us6000eqc4,2021-06-30T04:29:09.040Z,"24 km SSE of Tocopilla, Chile",earthquake,3.9,6.2,0.143,14,reviewed,us,us
2021-06-27T21:29:00.255Z,58.3619,-133.5205,10,3.1,ml,,159,0.533,0.5,us,us6000eqbs,2021-06-30T02:19:21.040Z,"53 km E of Juneau, Alaska",earthquake,3.2,1.5,0.064,32,reviewed,us,us
2021-06-27T21:19:24.614Z,-7.0562,129.7823,125.4,4.7,mb,,47,1.763,0.58,us,us6000eqbr,2021-06-30T02:16:23.040Z,"Kepulauan Babar, Indonesia",earthquake,7.6,7.8,0.069,64,reviewed,us,us
2021-06-27T20:54:25.511Z,31.65361885,-104.5588697,8.625244141,2.5,ml,17,79,0.05175954747,0.3,tx,tx2021mmzl,2021-06-28T18:21:59.008Z,"60 km SSW of Whites City, New Mexico",earthquake,1.833867695,1.177717994,0.2,6,reviewed,tx,tx
2021-06-27T20:32:42.390Z,17.955,-67.0998,10,2.81,md,21,235,0.0523,0.11,pr,pr2021178023,2021-06-27T20:51:24.365Z,"6 km WSW of La Parguera, Puerto Rico",earthquake,0.47,0.23,0.08,7,reviewed,pr,pr
2021-06-27T20:09:52.244Z,16.5644,-76.2576,32.99,4.2,ml,,140,2.053,1.08,us,us6000eqbb,2021-06-27T21:19:52.040Z,"146 km S of Morant Bay, Jamaica",earthquake,4.1,8.3,0.128,8,reviewed,us,us
2021-06-27T19:07:15.090Z,17.9598,-67.082,12,2.98,md,23,233,0.039,0.22,pr,pr2021178021,2021-06-27T20:25:17.040Z,"4 km WSW of La Parguera, Puerto Rico",earthquake,0.72,0.36,0.33,14,reviewed,pr,pr
2021-06-27T18:57:54.550Z,40.458,-125.4583333,6.34,3.14,ml,19,290,0.8553,0.14,nc,nc73580166,2021-06-30T01:14:12.374Z,"100km W of Petrolia, CA",earthquake,4.99,4.88,0.128,8,reviewed,nc,nc
2021-06-27T17:59:57.108Z,-21.3393,-68.5747,135.38,4.4,mb,,68,0.901,0.52,us,us6000eqal,2021-06-27T19:48:41.040Z,"128 km NNE of Calama, Chile",earthquake,7.4,10.4,0.24,5,reviewed,us,us
2021-06-27T16:24:30.623Z,45.2362,-28.0013,10,4.5,mb,,73,14.953,0.57,us,us6000eqa8,2021-06-27T18:02:56.040Z,"northern Mid-Atlantic Ridge",earthquake,8.7,1.9,0.051,111,reviewed,us,us
2021-06-27T16:01:01.970Z,19.1693333333333,-155.483666666667,34.61,2.98,ml,57,94,,0.11,hv,hv72550567,2021-06-28T20:13:39.110Z,"3 km S of Pāhala, Hawaii",earthquake,0.41,0.54,0.216118086027677,40,reviewed,hv,hv
2021-06-27T15:56:12.304Z,-2.9113,101.0662,42.67,4.7,mww,,55,2.372,0.61,us,us6000eq9y,2021-06-27T17:16:41.040Z,"101 km SSW of Sungai Penuh, Indonesia",earthquake,3.4,5.9,0.098,10,reviewed,us,us
2021-06-27T15:45:35.946Z,-24.07,-179.8551,512.26,4.5,mb,,130,6.59,0.49,us,us6000eq9r,2021-06-27T18:07:58.040Z,"south of the Fiji Islands",earthquake,10.2,6.5,0.041,174,reviewed,us,us
2021-06-27T15:19:58.995Z,55.4366,-155.7313,5.8,2.9,ml,,,,1.48,ak,ak02186mplv9,2021-06-27T20:00:56.040Z,"192 km ESE of Chignik, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2021-06-27T15:18:12.480Z,17.9325,-67.0853,11,3.6,md,23,239,0.0552,0.12,pr,pr2021178019,2021-06-28T15:19:47.789Z,"6 km SW of La Parguera, Puerto Rico",earthquake,0.59,0.31,0.18,7,reviewed,pr,pr
2021-06-27T14:23:15.538Z,33.4016,56.968,10,4.3,mb,,84,4.496,0.45,us,us6000eq9c,2021-06-27T18:20:49.040Z,"central Iran",earthquake,8.8,1.8,0.154,12,reviewed,us,us
2021-06-27T14:04:13.630Z,17.8858,-66.9078,8,2.74,md,22,219,0.16,0.17,pr,pr2021178020,2021-06-27T16:25:02.771Z,"9 km S of Guánica, Puerto Rico",earthquake,0.54,0.85,0.33,21,reviewed,pr,pr
2021-06-27T13:52:38.310Z,37.5211667,-118.7731667,5.37,2.81,md,33,59,0.05096,0.05,nc,nc73580101,2021-06-28T01:54:13.455Z,"9km WSW of Toms Place, CA",earthquake,0.26,0.6,0.135,57,reviewed,nc,nc
2021-06-27T13:34:00.190Z,17.9431,-67.107,11,3.1,md,21,238,0.0634,0.12,pr,pr2021178018,2021-06-27T13:54:33.880Z,"7 km WSW of La Parguera, Puerto Rico",earthquake,0.58,0.23,0.16,17,reviewed,pr,pr
2021-06-27T13:33:20.883Z,-20.7337,-179.3748,628.55,4.3,mb,,126,3.839,0.64,us,us6000eq92,2021-06-27T18:06:00.040Z,"Fiji region",earthquake,13.7,9.2,0.056,90,reviewed,us,us
2021-06-27T13:06:50.738Z,58.3659,-133.4368,5,2.5,ml,,169,0.577,0.12,us,us6000eq8p,2021-06-27T13:54:51.040Z,"58 km E of Juneau, Alaska",earthquake,2.9,1.7,0.077,22,reviewed,us,us
2021-06-27T13:03:31.600Z,19.3313333333333,-155.1475,5.32,2.8,ml,29,87,,0.09,hv,hv72550287,2021-06-30T22:53:13.150Z,"14 km S of Fern Forest, Hawaii",earthquake,0.32,0.96,0.157245837835331,36,reviewed,hv,hv
2021-06-27T12:14:43.260Z,17.942,-67.113,10,2.63,md,14,245,0.0645,0.14,pr,pr2021178017,2021-06-27T12:37:19.426Z,"7 km WSW of La Parguera, Puerto Rico",earthquake,0.73,0.29,0.32,8,reviewed,pr,pr
2021-06-27T11:20:05.447Z,18.2405,-106.0902,10,4.3,mb,,185,4.81,0.73,us,us6000eq87,2021-06-27T11:51:12.040Z,"173 km SW of Emiliano Zapata, Mexico",earthquake,11.1,2,0.111,23,reviewed,us,us
2021-06-27T11:04:38.770Z,17.9998,-66.8368,14,2.79,md,20,165,0.2096,0.2,pr,pr2021178015,2021-06-27T12:02:09.175Z,"1 km WNW of Indios, Puerto Rico",earthquake,0.47,0.63,0.13,11,reviewed,pr,pr
2021-06-27T10:09:02.020Z,17.8901,-66.862,9,3.12,md,22,212,0.1987,0.17,pr,pr2021178014,2021-06-27T11:26:55.040Z,"10 km SSE of Maria Antonia, Puerto Rico",earthquake,0.56,0.8,0.3,17,reviewed,pr,pr
2021-06-27T09:51:19.440Z,17.95,-67.09,10,2.94,md,21,236,0.0497,0.12,pr,pr2021178011,2021-06-27T10:25:58.104Z,"5 km WSW of La Parguera, Puerto Rico",earthquake,0.6,0.26,0.11,16,reviewed,pr,pr
2021-06-27T09:07:22.789Z,36.2824,71.139,99.21,4,mb,,107,0.955,0.67,us,us6000eq7g,2021-06-27T11:06:30.040Z,"56 km SW of Ashkāsham, Afghanistan",earthquake,3.3,8.2,0.157,11,reviewed,us,us
2021-06-27T08:52:25.355Z,58.2712,-133.5549,1.2,2.9,ml,,,,0.45,ak,ak02186iqfxj,2021-06-27T09:16:23.040Z,"50 km E of Juneau, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-06-27T08:50:22.490Z,17.944,-67.0761,10,2.63,md,11,256,0.0408,0.1,pr,pr2021178012,2021-06-27T10:21:24.424Z,"4 km SW of La Parguera, Puerto Rico",earthquake,0.8,0.31,0.08,3,reviewed,pr,pr
2021-06-27T07:15:02.684Z,55.8045,-161.1554,156.32,3.1,ml,,117,0.597,0.43,us,us6000eq6f,2021-06-27T07:58:00.040Z,"22 km S of Nelson Lagoon, Alaska",earthquake,7.3,6.9,0.064,32,reviewed,us,us
2021-06-27T07:14:11.025Z,8.9834,126.3519,58.36,5.4,mb,,57,2.049,0.87,us,us6000eq6g,2021-06-28T07:17:40.042Z,"8 km NE of Bacolod, Philippines",earthquake,8.6,6.5,0.037,252,reviewed,us,us
2021-06-27T06:09:35.658Z,-15.7074,-177.9359,10,4.6,mb,,182,1.403,0.55,us,us6000eq69,2021-06-27T13:11:30.040Z,"155 km S of Alo, Wallis and Futuna",earthquake,10.5,1.9,0.082,53,reviewed,us,us
2021-06-27T05:38:07.310Z,17.9448,-67.1085,10,2.65,md,5,285,0.0616,0.05,pr,pr2021178009,2021-06-27T06:05:51.692Z,"7 km WSW of La Parguera, Puerto Rico",earthquake,1.07,0.38,0.02,3,reviewed,pr,pr
2021-06-27T05:33:06.910Z,17.9731,-67.087,10,2.77,md,18,224,0.0402,0.18,pr,pr2021178010,2021-06-27T06:15:04.317Z,"4 km W of La Parguera, Puerto Rico",earthquake,0.59,0.43,0.21,8,reviewed,pr,pr
2021-06-27T05:10:58.588Z,50.991,173.995,10,4,mb,,211,1.743,0.75,us,us6000eq5t,2021-06-27T05:34:19.040Z,"213 km SSE of Attu Station, Alaska",earthquake,8.8,2,0.072,52,reviewed,us,us
2021-06-27T05:06:14.281Z,-6.8197,129.7628,10,4.4,mb,,61,1.911,0.54,us,us6000eq5r,2021-06-27T09:39:28.040Z,"Banda Sea",earthquake,3,1.9,0.149,15,reviewed,us,us
2021-06-27T04:51:46.750Z,17.9541,-67.0905,11,3.21,md,17,235,0.0487,0.12,pr,pr2021178008,2021-06-27T05:35:27.818Z,"5 km WSW of La Parguera, Puerto Rico",earthquake,0.51,0.23,0.11,3,reviewed,pr,pr
2021-06-27T04:35:38.500Z,17.9455,-67.093,11,3.15,md,18,243,0.0543,0.11,pr,pr2021178007,2021-06-27T05:30:18.113Z,"5 km WSW of La Parguera, Puerto Rico",earthquake,0.67,0.23,0.32,10,reviewed,pr,pr
2021-06-27T04:24:42.128Z,44.9206,151.1672,62.1,4.6,mb,,205,6.182,0.93,us,us6000eq5i,2021-06-27T04:44:41.040Z,"261 km E of Kuril’sk, Russia",earthquake,14.7,8.7,0.122,20,reviewed,us,us
2021-06-27T04:20:58.250Z,-21.4746,-66.7816,240.23,4.2,mb,,93,2.56,0.62,us,us6000eq5e,2021-06-27T04:37:22.040Z,"83 km SW of Atocha, Bolivia",earthquake,11.7,8.4,0.236,5,reviewed,us,us
2021-06-27T04:10:50.100Z,17.9443,-67.0946,11,2.87,md,21,244,0.0563,0.11,pr,pr2021178006,2021-06-27T04:40:07.750Z,"6 km WSW of La Parguera, Puerto Rico",earthquake,0.52,0.21,0.23,6,reviewed,pr,pr
2021-06-27T03:55:47.318Z,-27.6434,19.6282,10,4.6,mb,,102,3.244,0.86,us,us6000eq58,2021-07-02T07:42:51.599Z,"95 km ENE of Karasburg, Namibia",earthquake,7.9,1.9,0.207,7,reviewed,us,us
2021-06-27T03:51:11.934Z,18.2209,-106.2712,10,4.3,mb,,211,4.98,1.21,us,us6000eq53,2021-06-27T04:16:30.040Z,"188 km SW of Emiliano Zapata, Mexico",earthquake,9.8,1.9,0.053,102,reviewed,us,us
2021-06-27T03:34:23.207Z,6.8763,-73.0865,152.51,4.1,mb,,94,0.977,1.1,us,us7000ei68,2021-07-02T21:25:29.040Z,"13 km SSW of Piedecuesta, Colombia",earthquake,8.1,4.6,0.261,4,reviewed,us,us
2021-06-27T03:19:52.908Z,59.8588,-147.5287,5.3,3,ml,,,,0.77,ak,ak02186fk9ix,2021-06-27T03:30:48.040Z,"35 km SE of Chenega, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-06-27T02:57:12.110Z,17.9448,-67.1053,11,3.2,md,21,237,0.0617,0.08,pr,pr2021178004,2021-06-27T03:47:22.449Z,"7 km WSW of La Parguera, Puerto Rico",earthquake,0.59,0.27,0.21,15,reviewed,pr,pr
2021-06-27T00:59:09.750Z,33.1528333,-115.5971667,3.44,2.79,ml,67,26,0.01912,0.21,ci,ci39720559,2021-06-30T17:49:27.148Z,"8km WNW of Calipatria, CA",earthquake,0.14,0.11,0.185,69,reviewed,ci,ci
2021-06-27T00:15:56.190Z,17.9535,-67.0786,11,2.78,md,11,242,0.0379,0.09,pr,pr2021178000,2021-06-27T00:30:45.283Z,"4 km SW of La Parguera, Puerto Rico",earthquake,0.72,0.22,0.37,7,reviewed,pr,pr
2021-06-26T23:48:51.987Z,-28.202,-176.5631,10,5,mb,,116,11.527,0.76,us,us6000eq40,2021-06-27T00:34:17.040Z,"Kermadec Islands region",earthquake,12,1.8,0.072,61,reviewed,us,us
2021-06-26T23:35:59.210Z,17.9481,-67.0871,11,2.51,md,12,243,0.0479,0.17,pr,pr2021177025,2021-06-26T23:49:32.247Z,"5 km SW of La Parguera, Puerto Rico",earthquake,0.79,0.27,0.18,6,reviewed,pr,pr
2021-06-26T23:25:00.527Z,58.3611,-133.4365,3.34,2.6,ml,,162,0.577,0.23,us,us6000eq3i,2021-06-26T23:35:45.040Z,"57 km E of Juneau, Alaska",earthquake,2.9,8,0.088,17,reviewed,us,us
2021-06-26T23:19:27.117Z,31.60652495,-103.9642178,9.21652832,2.6,ml,10,109,0.1050006448,0.1,tx,tx2021mlis,2021-06-28T19:19:35.622Z,"36 km NNW of Toyah, Texas",earthquake,1.011656862,1.336520914,0.1,6,reviewed,tx,tx
2021-06-26T22:53:23.350Z,17.9428,-67.0901,12,2.95,md,16,244,0.053,0.23,pr,pr2021177023,2021-06-26T23:27:56.140Z,"5 km SW of La Parguera, Puerto Rico",earthquake,0.85,0.42,0.29,13,reviewed,pr,pr
2021-06-26T22:52:37.325Z,-28.4352,-176.5448,10,5.1,mww,,70,11.415,0.8,us,us6000eq37,2021-06-26T23:11:21.040Z,"Kermadec Islands region",earthquake,5.3,1.8,0.098,10,reviewed,us,us
2021-06-26T22:12:16.552Z,-22.9849,113.9166,13.8,4.5,mb,,121,0.449,0.7,us,us6000eq2y,2021-06-27T05:04:57.218Z,"118 km S of Exmouth, Australia",earthquake,3,5,0.125,19,reviewed,us,us
2021-06-26T21:37:11.460Z,17.8983,-65.391,19,3.42,md,13,259,0.4232,0.91,pr,pr2021177026,2021-06-28T17:11:35.140Z,"23 km SSE of Esperanza, Puerto Rico",earthquake,9.63,17.86,0.06,8,reviewed,pr,pr
2021-06-26T20:24:45.500Z,19.2335,-155.383666666667,31.23,2.7,ml,55,147,,0.12,hv,hv72548852,2021-07-01T00:39:12.010Z,"10 km ENE of Pāhala, Hawaii",earthquake,0.47,0.59,0.188858610166735,36,reviewed,hv,hv
2021-06-26T20:06:49.523Z,-21.9346,168.9552,10,4.7,mb,,94,1.551,1.02,us,us6000eq29,2021-06-26T20:26:56.040Z,"119 km ESE of Tadine, New Caledonia",earthquake,7.8,1.9,0.099,31,reviewed,us,us
2021-06-26T20:05:18.570Z,19.1763333333333,-155.458833333333,32.27,3.13,ml,58,119,,0.11,hv,hv72548827,2021-06-27T23:09:08.520Z,"Island of Hawaii, Hawaii",earthquake,0.4,0.54,0.208108928268945,41,reviewed,hv,hv
2021-06-26T19:30:51.054Z,-22.4288,-68.6861,119.71,4.3,mb,,71,0.7,0.71,us,us6000eq1x,2021-06-26T20:32:13.040Z,"24 km E of Calama, Chile",earthquake,5.6,7,0.266,4,reviewed,us,us
2021-06-26T19:29:44.850Z,58.2833,-133.5742,4.1,2.9,ml,,,,0.42,ak,ak021851lz4l,2021-06-26T19:59:30.040Z,"49 km E of Juneau, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-06-26T19:24:16.370Z,17.9351,-67.079,11,3.2,md,21,245,0.0489,0.12,pr,pr2021177021,2021-06-26T20:08:39.343Z,"5 km SW of La Parguera, Puerto Rico",earthquake,0.74,0.27,0.09,15,reviewed,pr,pr
2021-06-26T19:17:16.602Z,38.511,-105.459,5,2.5,ml,,60,0.764,0.48,us,us6000eq1t,2021-07-01T21:26:04.572Z,"20 km WNW of Cañon City, Colorado",earthquake,2.1,1.9,0.066,30,reviewed,us,us
2021-06-26T19:03:26.290Z,47.5596666666667,-120.232833333333,8.41,2.77,ml,22,79,0.1005,0.09,uw,uw61739512,2021-07-01T21:51:59.694Z,"12 km NE of Sunnyslope, Washington",earthquake,0.22,0.45,0.231377083405936,9,reviewed,uw,uw
2021-06-26T18:49:25.241Z,55.0927,-157.7981,34.2,3.6,ml,,,,0.5,ak,ak0218514s7f,2021-06-29T17:31:35.040Z,"124 km SE of Perryville, Alaska",earthquake,,1,,,reviewed,ak,ak
2021-06-26T18:01:23.090Z,11.7949,-44.2284,10,5.6,mww,,26,10.646,0.84,us,us6000eq1h,2021-06-29T18:05:56.239Z,"northern Mid-Atlantic Ridge",earthquake,6.7,1.7,0.048,41,reviewed,us,us
2021-06-26T16:30:18.299Z,56.1353,-149.3101,20.38,3.5,ml,,195,2.437,0.49,us,us6000eq12,2021-06-26T18:16:46.830Z,"244 km SE of Chiniak, Alaska",earthquake,7.7,10.2,0.06,36,reviewed,us,us
2021-06-26T15:41:31.428Z,-12.8522,167.016,222.46,4.8,mb,,183,7.72,0.8,us,us6000eq0t,2021-06-26T15:54:32.040Z,"127 km NNW of Sola, Vanuatu",earthquake,12.2,9.9,0.091,37,reviewed,us,us
2021-06-26T15:15:13.850Z,17.9446,-67.1141,10,3.02,md,19,245,0.062,0.11,pr,pr2021177018,2021-06-26T15:53:16.275Z,"Puerto Rico region",earthquake,0.56,0.31,0.33,15,reviewed,pr,pr
2021-06-26T15:07:19.715Z,8.5383,126.6154,60.43,4.4,mb,,142,1.784,0.92,us,us6000eq0m,2021-06-26T17:49:37.040Z,"36 km ENE of Hinatuan, Philippines",earthquake,8.1,9.8,0.134,16,reviewed,us,us
2021-06-26T14:50:56.730Z,17.9315,-67.1083,10,2.68,md,12,248,0.0745,0.11,pr,pr2021177017,2021-06-26T15:26:21.137Z,"8 km SW of La Parguera, Puerto Rico",earthquake,0.63,0.29,0.11,12,reviewed,pr,pr
